"1005.3237","Luis Manuel Arevalo Aguilar","L. M. Ar\'evalo Aguilar, C. Robledo-S\'anchez, M. L. Arroyo Carrasco,
  and M. M. Mendez Otero","The principle of superposition for waves","8 pages, 2 figures, submitted",,,,"physics.class-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper we will argue that the superposition of waves can be calculated
and taught in a simple way. We show, using the Gauss's method to sum an
arithmetic sequence, how we can construct the superposition of waves - with
different frequencies - in a simple conceptual way that it is easy to teach. By
this method we arrive to the usual result where we can express the
superposition of waves as the product of factors, one of them with a cosine
funtion where the argument is the average frequency. Most important, we will
show that the superposition of waves with sligthly different frequencies
produces a \emph{phase modulation} thogether with an amplitude moldulation. It
is important to emphasize this result because, to the best of our knowledge,
almost all textbooks only mention that there is an amplitude modulation.
","[{""version"":""v1"",""created"":""Tue, 18 May 2010 16:01:29 GMT""}]","2010-05-19"
"1005.3238","Wing Kwan  Ng","Derrick Wing Kwan Ng and Vincent Kin Nang Lau","Power Control and Performance Analysis of Outage-Limited Cellular
  Network with MUD-SIC and Macro-Diversity",,,,,"cs.IT math.IT","http://creativecommons.org/licenses/by-nc-sa/3.0/","  In this paper, we analyze the uplink goodput (bits/sec/Hz successfully
decoded) and per-user packet outage in a cellular network using multi-user
detection with successive interference cancellation (MUD-SIC). We consider
non-ergodic fading channels where microscopic fading channel information is not
available at the transmitters. As a result, packet outage occurs whenever the
data rate of packet transmissions exceeds the instantaneous mutual information
even if powerful channel coding is applied for protection. We are interested to
study the role of macro-diversity (MDiv) between multiple base stations on the
MUD-SIC performance where the effect of potential error-propagation during the
SIC processing is taken into account. While the jointly optimal power and
decoding order in the MUD-SIC are NP hard problem, we derive a simple on/off
power control and asymptotically optimal decoding order with respect to the
transmit power. Based on the information theoretical framework, we derive the
closed-form expressions on the total system goodput as well as the per-user
packet outage probability. We show that the system goodput does not scale with
SNR due to mutual interference in the SIC process and macro-diversity (MDiv)
could alleviate the problem and benefit to the system goodput.
","[{""version"":""v1"",""created"":""Tue, 18 May 2010 16:02:36 GMT""},{""version"":""v2"",""created"":""Wed, 19 May 2010 00:41:26 GMT""}]","2015-03-17"
"1005.3239","Pei Junchen","J.C. Pei, J. Dukelsky, W. Nazarewicz","Competition between Normal Superfluidity and Larkin-Ovchinnikov Phases
  of Polarized Fermi Gases in Elongated Traps","4 pages, 4 figures; revision; accepted for publication in Phys.Rev.A
  (Rapid Communication)",,"10.1103/PhysRevA.82.021603",,"cond-mat.quant-gas nucl-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  By applying the recently proposed antisymmetric superfluid local density
approximation (ASLDA) to strongly interacting polarized atomic gases at
unitarity in very elongated traps, we find families of Larkin-Ovchinnikov (LO)
type of solutions with prominent transversal oscillation of pairing potential.
These LO states coexist with a superfluid state having a smooth pairing
potential. We suggest that the LO phase could be accessible experimentally by
increasing adiabatically the trap aspect ratio. We show that the local
asymmetry effects contained in ASLDA do not support a deformed superfluid core
predicted by previous Bogoliubov-de Gennes treatments.
","[{""version"":""v1"",""created"":""Tue, 18 May 2010 16:09:25 GMT""},{""version"":""v2"",""created"":""Thu, 22 Jul 2010 02:26:19 GMT""}]","2015-05-19"
"1005.3240","Javier Menendez","Mattias Blennow, Enrique Fernandez-Martinez, Jacobo Lopez-Pavon and
  Javier Menendez","Neutrinoless double beta decay in seesaw models","34 pages, 5 eps figures and 1 axodraw figure. Final version published
  in JHEP. NME results available in Appendix","JHEP 1007:096,2010","10.1007/JHEP07(2010)096","MPP-2010-40, IFT-UAM/CSIC-10-26, FTUAM-10-06, EURONU-WP6-10-18","hep-ph nucl-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study the general phenomenology of neutrinoless double beta decay in
seesaw models. In particular, we focus on the dependence of the neutrinoless
double beta decay rate on the mass of the extra states introduced to account
for the Majorana masses of light neutrinos. For this purpose, we compute the
nuclear matrix elements as functions of the mass of the mediating fermions and
estimate the associated uncertainties. We then discuss what can be inferred on
the seesaw model parameters in the different mass regimes and clarify how the
contribution of the light neutrinos should always be taken into account when
deriving bounds on the extra parameters. Conversely, the extra states can also
have a significant impact, cancelling the Standard Model neutrino contribution
for masses lighter than the nuclear scale and leading to vanishing neutrinoless
double beta decay amplitudes even if neutrinos are Majorana particles. We also
discuss how seesaw models could reconcile large rates of neutrinoless double
beta decay with more stringent cosmological bounds on neutrino masses.
","[{""version"":""v1"",""created"":""Tue, 18 May 2010 16:14:16 GMT""},{""version"":""v2"",""created"":""Wed, 26 May 2010 17:17:26 GMT""},{""version"":""v3"",""created"":""Mon, 9 Aug 2010 11:27:30 GMT""},{""version"":""v4"",""created"":""Mon, 12 May 2014 11:42:35 GMT""}]","2015-03-17"
"1005.3241","Martin Snoager Sloth","Martin S. Sloth","On the Effective Equation of State of Dark Energy","7 pages, awarded honorable mention in the 2010 Gravity Research
  Foundation essay competition","Int.J.Mod.Phys.D19:2259-2264,2010","10.1142/S0218271810018402","CERN-PH-TH/2010-111","astro-ph.CO gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In an effective field theory model with an ultraviolet momentum cutoff, there
is a relation between the effective equation of state of dark energy and the
ultraviolet cutoff scale. It implies that a measure of the equation of state of
dark energy different from minus one, does not rule out vacuum energy as dark
energy. It also indicates an interesting possibility that precise measurements
of the infrared properties of dark energy can be used to probe the ultraviolet
cutoff scale of effective quantum field theory coupled to gravity. In a toy
model with a vacuum energy dominated universe with a Planck scale cutoff, the
dark energy effective equation of state is -0.96.
","[{""version"":""v1"",""created"":""Tue, 18 May 2010 16:14:36 GMT""},{""version"":""v2"",""created"":""Thu, 30 Dec 2010 11:56:00 GMT""}]","2015-05-19"
"1005.3242","Mari Paz Miralles","M. P. Miralles, S. R. Cranmer, A. V. Panasyuk, and M. Uzzo
  (Harvard-Smithsonian CfA)","The Tale of Two Minima and a Solar Cycle in Between: An Ongoing Fast
  Solar Wind Investigation","8 pages (ASP style), 5 figures, in press for the proceedings of
  ""SOHO-23: Understanding a Peculiar Solar Minimum.""",,,,"astro-ph.SR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We have measured the physical properties of polar coronal holes from the
minimum activity phase of solar cycle 23 (1996-1997) to the present minimum of
solar cycle 24 (2007-2009) using the UVCS instrument on SOHO. Observations in H
I Lyman alpha (121.6 nm) and O VI (103.2, 103.7 nm) provide spectroscopic
diagnostics of proton and O5+ bulk outflow velocities and velocity
distributions as a function of heliocentric distance above the poles of the
Sun. These observations have allowed us to follow the changes in the physical
properties of the polar coronal holes during solar cycle 23 and its approach to
the current minimum. Recent ground- and space-based observations have reported
a variety of phenomena associated with the current minimum. We present the
comparison of observed oxygen line intensities, line ratios, and profiles for
polar coronal holes at both minima and during solar cycle 23 and show how this
new minimum manifests itself in the ultraviolet corona. The comparison of the
physical properties of these two minima as seen by UVCS in the extended corona,
now possible for the first time, may provide crucial empirical constraints on
models of extended coronal heating and acceleration for the fast solar wind.
","[{""version"":""v1"",""created"":""Tue, 18 May 2010 16:18:08 GMT""}]","2010-05-19"
"1005.3243","Jian Zhou","Jian Zhou","Some integrality properties in local mirror symmetry","Case by case check in an earlier version is replaced by a unified
  proof",,,,"math.AG math-ph math.MP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We prove some integrality properties of the open-closed mirror maps, inverse
open-closed mirror maps and mirror curves of some local Calabi-Yau geometries.
","[{""version"":""v1"",""created"":""Tue, 18 May 2010 16:19:20 GMT""},{""version"":""v2"",""created"":""Mon, 12 Jul 2010 14:38:31 GMT""},{""version"":""v3"",""created"":""Mon, 16 Aug 2010 09:04:08 GMT""}]","2010-08-17"
"1005.3244","Valmir Barbosa","Valmir C. Barbosa, Raul Donangelo, Sergio R. Souza","Early appraisal of the fixation probability in directed networks",,"Physical Review E 82 (2010), 046114","10.1103/PhysRevE.82.046114",,"q-bio.PE cond-mat.stat-mech","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In evolutionary dynamics, the probability that a mutation spreads through the
whole population, having arisen in a single individual, is known as the
fixation probability. In general, it is not possible to find the fixation
probability analytically given the mutant's fitness and the topological
constraints that govern the spread of the mutation, so one resorts to
simulations instead. Depending on the topology in use, a great number of
evolutionary steps may be needed in each of the simulation events, particularly
in those that end with the population containing mutants only. We introduce two
techniques to accelerate the determination of the fixation probability. The
first one skips all evolutionary steps in which the number of mutants does not
change and thereby reduces the number of steps per simulation event
considerably. This technique is computationally advantageous for some of the
so-called layered networks. The second technique, which is not restricted to
layered networks, consists of aborting any simulation event in which the number
of mutants has grown beyond a certain threshold value, and counting that event
as having led to a total spread of the mutation. For large populations, and
regardless of the network's topology, we demonstrate, both analytically and by
means of simulations, that using a threshold of about 100 mutants leads to an
estimate of the fixation probability that deviates in no significant way from
that obtained from the full-fledged simulations. We have observed speedups of
two orders of magnitude for layered networks with 10000 nodes.
","[{""version"":""v1"",""created"":""Tue, 18 May 2010 16:20:30 GMT""}]","2010-10-26"
"1005.3245","Gianni Tallarita","Gianni Tallarita","Connection Constraints from Non-Abelian Supersymmetric Quantum Mechanics","4 pages",,,,"hep-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We generalise the study of constraints imposed by supersymmetry on the Berry
connection to transformations with component fields in representations of an
internal symmetry group G. Since the fields act as co-ordinates of the
underlying space one finds a non-trivial extension to its structure and,
correspondingly, there are new non-abelian constraints on the Berry connection.
The specific case of G=SU(2) is shown to constrain the connection to behave as
a magnetic monopole over su(2), its Lie algebra.
","[{""version"":""v1"",""created"":""Tue, 18 May 2010 16:21:05 GMT""},{""version"":""v2"",""created"":""Thu, 10 Jun 2010 10:51:30 GMT""}]","2010-06-11"
"1005.3246","Jacobo Pejsachowicz","Jacobo Pejsachowicz","Bifurcation of Fredholm Maps II; The Dimension of the Set of Bifurcation
  Points","15 pages, corrected typos, minor changes; La Matematica e le sue
  Applicazioni N5(2010). To appear on TMNA",,,,"math.DG math.AP math.AT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We obtain an estimate for the covering dimension of the set of bifurcation
points for solutions of nonlinear elliptic boundary value problems from the
principal symbol of the linearization of the problem along the trivial branch
of solutions.
","[{""version"":""v1"",""created"":""Tue, 18 May 2010 16:28:17 GMT""},{""version"":""v2"",""created"":""Sun, 8 Aug 2010 13:20:56 GMT""},{""version"":""v3"",""created"":""Thu, 9 Dec 2010 10:59:03 GMT""},{""version"":""v4"",""created"":""Sun, 30 Jan 2011 16:08:23 GMT""},{""version"":""v5"",""created"":""Mon, 12 Sep 2011 12:25:09 GMT""}]","2011-09-13"
