"1002.1962","Scott Daniel","Scott F. Daniel, Eric V. Linder, Tristan L. Smith, Robert R. Caldwell,
  Asantha Cooray, Alexie Leauthaud, Lucas Lombriser","Testing General Relativity with Current Cosmological Data","11 pages; 7 figures; typographical errors corrected; this is the
  published version","Phys.Rev.D81:123508,2010","10.1103/PhysRevD.81.123508",,"astro-ph.CO gr-qc","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Deviations from general relativity, such as could be responsible for the
cosmic acceleration, would influence the growth of large scale structure and
the deflection of light by that structure. We clarify the relations between
several different model independent approaches to deviations from general
relativity appearing in the literature, devising a translation table. We
examine current constraints on such deviations, using weak gravitational
lensing data of the CFHTLS and COSMOS surveys, cosmic microwave background
radiation data of WMAP5, and supernova distance data of Union2. Markov Chain
Monte Carlo likelihood analysis of the parameters over various redshift ranges
yields consistency with general relativity at the 95% confidence level.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 18:28:08 GMT""},{""version"":""v2"",""created"":""Thu, 10 Jun 2010 01:40:15 GMT""}]","2014-11-20"
"1002.1974","Xianliang Liu","Xianliang Liu, Tatiana Starr, Anthony Starr, and Willie J. Padilla","An Infrared Spatial and Frequency Selective Metamaterial Perfect
  Absorber","4 pages, 3 figures","Phys. Rev. Lett. 104, 207403 (2010)","10.1103/PhysRevLett.104.207403",,"cond-mat.mes-hall cond-mat.mtrl-sci","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We demonstrate, for the first time, a spatially dependent metamaterial
perfect absorber operating in the infrared regime. We achieve an experimental
absorption of 97% at a wavelength of 6.0 microns, and our results agree well
with numerical full-wave simulations. By using two different metamaterial
sublattices we experimentally demonstrate a spatial and frequency varying
absorption which may have many relevant applications including hyperspectral
sub-sampling imaging
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 20:28:24 GMT""},{""version"":""v2"",""created"":""Wed, 10 Feb 2010 22:00:42 GMT""}]","2015-05-18"
"1002.1997","M\'arton Nagy","M. I. Nagy","QCD EoS, initial conditions and final state from relativistic
  hydrodynamics in heavy-ion collisions","Presented at the 38th International Symposium on Multiparticle
  Dynamics (ISMD 2008), DESY, Hamburg, 15-20 September 2008",,,,"hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Some recent developments in exact results in relativistic hydrodynamics is
reviewed. We discuss phenomenological applications in high-energy collisions
and theoretical features of the solutions. We compare the method of numerical
modelling to the strategy based on exact solutions. We argue that the efforts
made and progress achieved in this seemingly purely theoretical topic is of
interest for phenomenology.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 19:06:15 GMT""}]","2010-02-11"
"1002.2005","Michael Singer","Claude Mitschi and Michael F. Singer","Projective Isomonodromy and Galois Groups","Version that will appear in the Proceedings of the American
  Mathematical Society",,,,"math.CA math.DS","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this article we introduce the notion of projective isomonodromy, which is
a special type of monodromy evolving deformation of linear differential
equations, based on the example of the Darboux-Halphen equation. We give an
algebraic condition for a paramaterized linear differential equation to be
projectively isomonodromic, in terms of the derived group of its parameterized
Picard-Vessiot group.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 19:15:51 GMT""},{""version"":""v2"",""created"":""Thu, 11 Feb 2010 03:38:41 GMT""},{""version"":""v3"",""created"":""Tue, 23 Feb 2010 18:35:40 GMT""},{""version"":""v4"",""created"":""Thu, 4 Mar 2010 16:16:40 GMT""},{""version"":""v5"",""created"":""Fri, 1 Jun 2012 08:19:38 GMT""}]","2012-06-04"
"1002.2026","Octavio  Rodriguez","Octavio D. R. Salmon, B. T. Agostini, F. D. Nobre","Ising Spin Glasses on Wheatstone-Bridge Hierarchical Lattices","Accepted for publication in Physics Letters A",,"10.1016/j.physleta.2010.02.022",,"cond-mat.stat-mech cond-mat.dis-nn","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Nearest-neighbor-interaction Ising spin glasses are studied on three
different hierarchical lattices, all of them belonging to the Wheatstone-Bridge
family. It is shown that the spin-glass lower critical dimension in these
lattices should be greater than 2.32. Finite-temperature spin-glass phases are
found for a lattice of fractal dimension $D \approx 3.58$ (whose unit cell is
obtained from a simple construction of a part of the cubic lattice), as well as
for a lattice of fractal dimension close to five.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 16:57:53 GMT""}]","2010-02-11"
"1002.2028","Ben Green","Ben Green, Terence Tao","An arithmetic regularity lemma, associated counting lemma, and
  applications","61 pages, corrected version of article which appeared in An Irregular
  Mind, Szemeredi is 70",,,,"math.CO math.DS","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Szemeredi's regularity lemma can be viewed as a rough structure theorem for
arbitrary dense graphs, decomposing such graphs into a structured piece (a
partition into cells with edge densities), a small error (corresponding to
irregular cells), and a uniform piece (the pseudorandom deviations from the
edge densities). We establish an arithmetic regularity lemma that similarly
decomposes bounded functions f : [N] -> C, into a (well-equidistributed,
virtual) -step nilsequence, an error which is small in L^2 and a further error
which is miniscule in the Gowers U^{s+1}-norm, where s is a positive integer.
We then establish a complementary arithmetic counting lemma that counts
arithmetic patterns in the nilsequence component of f.
  We provide a number of applications of these lemmas: a proof of Szemeredi's
theorem on arithmetic progressions, a proof of a conjecture of Bergelson, Host
and Kra, and a generalisation of certain results of Gowers and Wolf.
  Our result is dependent on the inverse conjecture for the Gowers U^{s+1}
norm, recently established for general s by the authors and T. Ziegler.
  REVISED November 2020: This paper has been revised so that only systems of
linear forms satisfying a condition called the flag property are covered by the
counting lemma. Translation-invariant systems, as well as systems of
Cauchy-Schwarz complexity 1 and some other naturally-occurring systems have
this property. We thank Daniel Altman for drawing our attention to what
appeared to be a minor technical issue in one of our proofs but which
ultimately led us to realise that the the counting lemma fails quite badly
(with rather simple examples, which we shall describe) without some assumption
of this type.
  Additionally, we supply a short appendix showing that the Gowers-Wolf
complexity of a system is bounded by its Cauchy-Schwarz complexity.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 17:45:01 GMT""},{""version"":""v2"",""created"":""Sun, 20 Jun 2010 17:11:33 GMT""},{""version"":""v3"",""created"":""Tue, 24 Nov 2020 22:44:32 GMT""}]","2020-11-26"
"1002.2029","Koustubh Kabe A","Koustubh Kabe","Condensed Geometry","4 pages, sent to Physical Review D",,,,"physics.gen-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  A spin (dependent) system treatment of gravity is adopted akin to the
Sen-Ashtekar treatment. Time is reinserted into the space ``fluid'' at the
quantum Level. This time - the Lorentzian one- is shown to be a vorticity of a
``fluid particle'' of the space and the effect is integrated over all the fluid
particles to incorporate time in quantum gravity. This spacetime is viewed as a
fluid of future light cones called the SU(2) dipoles of causality here in the
paper.The future light cone structure is soldered internally to the new
variables derived in this paper to accomodate a background free physics of
quantum strings. The emergence of spacetime is shown to be a first order phase
transition and that of separation of gravity from the unified field to be a
second order phase transition. For the former case the cosmic time is chosen as
the order parameter and for the latter case the angular momentum is chosen as
the order parameter. A quantum blackhole thus nucleates at transition
temperature which is the Planck temperature, $\tau_{pl}$. Then the SU(2)
dipoles enable interpretation of this black hole as a gravity gauge
SL(2,$\mathbb{C}$) dual of the U(1) gauge ferromagnetic phase. The usual QFT
interpretation of this effect is the existence of locally Lorentzian
spacetimes.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 20:59:26 GMT""}]","2011-03-07"
"1002.2059","Rdv Ijcsis","D. Nagarajan, P. Sunitha, V. Nagarajan, V. Seethalekshmi","Analysis of Birth weight using Singular Value Decomposition","IEEE format, International Journal of Computer Science an Information
  Security, IJCSIS January 2010, ISSN 1947 5500,
  http://sites.google.com/site/ijcsis/","International Journal of Computer Science and Information
  Security, IJCSIS, Vol. 7, No. 1, pp. 112-115, January 2010, USA",,"Journal of Computer Science, ISSN 19475500","physics.data-an","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The researchers have drawn much attention about the birth weight of newborn
babies in the last three decades. The birth weight is one of the vital roles in
the babys health. So many researchers such as (2),(1) and (4) analyzed the
birth weight of babies. The aim of this paper is to analyze the birth weight
and some other birth weight related variable, using singular value
decomposition and multiple linear regression.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 19:08:52 GMT""}]","2010-02-11"
"1002.2101","Neil Drummond","N. D. Drummond and R. J. Needs","Phase Diagram of the Low-Density Two-Dimensional Homogeneous Electron
  Gas",,"Phys. Rev. Lett. 102, 126402 (2009)","10.1103/PhysRevLett.102.126402",,"cond-mat.mes-hall cond-mat.quant-gas","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We have used quantum Monte Carlo methods to calculate the zero-temperature
phase diagram of the two-dimensional homogeneous electron gas. We find a
transition from a paramagnetic fluid to an antiferromagnetic triangular Wigner
crystal at density parameter r_s=31(1) a.u. and a transition to a ferromagnetic
crystal at r_s=38(5) a.u. The fully spin-polarized fluid is never stable. We
searched for, but did not find, the ferromagnetic hybrid phase proposed by H.
Falakshahi and X. Waintal [Phys. Rev. Lett. 94, 046801 (2005)].
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 16:09:10 GMT""}]","2010-03-02"
"1002.2102","Daniele Barettin","D. Barettin, J. Houmark, B. Lassen, M. Willatzen, T. R. Nielsen, J.
  Mork, and A.-P. Jauho","Analysis of optical properties of strained semiconductor quantum dots
  for electromagnetically induced transparency","9 pages, 12 figures",,,,"cond-mat.mes-hall","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Using multiband k*p theory we study the size and geometry dependence on the
slow light properties of conical semiconductor quantum dots. We find the V-type
scheme for electromagnetically induced transparency (EIT) to be most favorable,
and identify an optimal height and size for efficient EIT operation. In case of
the ladder scheme, the existence of additional dipole allowed intraband
transitions along with an almost equidistant energy level spacing adds
additional decay pathways, which significantly impairs the EIT effect. We
further study the influence of strain and band mixing comparing four different
k*p band structure models. In addition to the separation of the heavy and light
holes due to the biaxial strain component, we observe a general reduction in
the transition strengths due to energy crossings in the valence bands caused by
strain and band mixing effects. We furthermore find a non-trivial quantum dot
size dependence of the dipole moments directly related to the biaxial strain
component. Due to the separation of the heavy and light holes the optical
transition strengths between the lower conduction and upper most valence-band
states computed using one-band model and eight-band model show general
qualitative agreement, with exceptions relevant for EIT operation.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 16:07:05 GMT""}]","2010-02-11"
"1002.2106","Sigbjorn Hervik","Sigbjorn Hervik","Negatively curved left-invariant metrics on Lie groups","14 pages; Old notes from a talk held at the CMS/CAIMS Summer 2004
  Meeting; v2: a note added, typos fixed",,,,"math-ph gr-qc hep-th math.MP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We discuss negatively curved homogeneous spaces admitting a simply transitive
group of isometries, or equivalently, negatively curved left-invariant metrics
on Lie groups. Negatively curved spaces have a remarkably rich and diverse
structure and are interesting from both a mathematical and a physical
perspective. As well as giving general criteria for having left-invariant
metrics with negative Ricci curvature scalar, we also consider special cases,
like Einstein spaces and Ricci nilsolitons. We point out the relevance these
spaces play in some higher-dimensional theories of gravity. In particular, we
show that the Ricci nilsolitons are Riemannian solutions to certain
higher-curvature gravity theories.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 16:21:09 GMT""},{""version"":""v2"",""created"":""Mon, 22 Feb 2010 09:02:41 GMT""}]","2010-02-22"
"1002.2113","Yakov V. Fominov","Ya.V. Fominov, A.A. Golubov, T.Yu. Karminskaya, M.Yu. Kupriyanov, R.G.
  Deminov, L.R. Tagirov","Superconducting triplet spin valve","5 pages (including 4 EPS figures)","JETP Letters 91, 308 (2010) [Pis'ma v ZhETF 91, 329 (2010)]","10.1134/S002136401006010X",,"cond-mat.supr-con cond-mat.mes-hall","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study the critical temperature T_c of SFF trilayers (S is a singlet
superconductor, F is a ferromagnetic metal), where the long-range triplet
superconducting component is generated at noncollinear magnetizations of the F
layers. We demonstrate that T_c can be a nonmonotonic function of the angle
\alpha between the magnetizations of the two F layers. The minimum is achieved
at an intermediate \alpha, lying between the parallel (P, \alpha=0) and
antiparallel (AP, \alpha=\pi) cases. This implies a possibility of a ""triplet""
spin-valve effect: at temperatures above the minimum T_c^{Tr} but below T_c^{P}
and T_c^{AP}, the system is superconducting only in the vicinity of the
collinear orientations. At certain parameters, we predict a reentrant
T_c(\alpha) behavior. At the same time, considering only the P and AP
orientations, we find that both the ""standard"" (T_c^{P} < T_c^{AP}) and
""inverse"" (T_c^{P} > T_c^{AP}) switching effects are possible depending on
parameters of the system.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 19:47:42 GMT""},{""version"":""v2"",""created"":""Tue, 25 May 2010 11:47:10 GMT""}]","2010-05-26"
"1002.2118","Thomas Vogel","Stefan Schnabel, Thomas Vogel, Michael Bachmann, and Wolfhard Janke","Surface effects in the crystallization process of elastic flexible
  polymers",,"Chem. Phys. Lett. 476 (2009) 201","10.1016/j.cplett.2009.05.052",,"cond-mat.soft","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Investigating thermodynamic properties of liquid-solid transitions of
flexible homopolymers with elastic bonds by means of multicanonical Monte Carlo
simulations, we find crystalline conformations that resemble ground-state
structures of Lennard-Jones clusters. This allows us to set up a structural
classification scheme for finite-length flexible polymers and their freezing
mechanism in analogy to atomic cluster formation. Crystals of polymers with
""magic length"" turn out to be perfectly icosahedral.
","[{""version"":""v1"",""created"":""Wed, 10 Feb 2010 16:01:53 GMT""}]","2010-02-11"
